m,Umweltschützer,https://de.wiktionary.org/w/index.php?title=Umweltschützer; https://de.wiktionary.org/w/index.php?title=Umweltschützerin
m,Erzrivale,https://de.wiktionary.org/w/index.php?title=Erzrivalin; https://de.wiktionary.org/w/index.php?title=Erzrivale
f,Rätinnen,https://de.wiktionary.org/w/index.php?title=Rätin
f,Perinatologinnen,https://de.wiktionary.org/w/index.php?title=Perinatologin
f,Gabunerinnen,https://de.wiktionary.org/w/index.php?title=Gabunerin
f,Hoteldirektorinnen,https://de.wiktionary.org/w/index.php?title=Hoteldirektorin
f,Geomantin,https://de.wiktionary.org/w/index.php?title=Geomant
f,Sammlerin,https://de.wiktionary.org/w/index.php?title=Sammler; https://de.wiktionary.org/w/index.php?title=Sammlerin
f,Kickboxerin,https://de.wiktionary.org/w/index.php?title=Kickboxerin; https://de.wiktionary.org/w/index.php?title=Kickboxer
m,Emigranten,https://de.wiktionary.org/w/index.php?title=Emigrant
f,Belarussin,https://de.wiktionary.org/w/index.php?title=Belarusse; https://de.wiktionary.org/w/index.php?title=Belarussin
m,Regent,https://de.wiktionary.org/w/index.php?title=Regent; https://de.wiktionary.org/w/index.php?title=Regentin
m,Abwanderer,https://de.wiktionary.org/w/index.php?title=Abwanderer; https://de.wiktionary.org/w/index.php?title=Abwanderin
m,Zeugen,https://de.wiktionary.org/w/index.php?title=Zeuge
f,Remigrantin,https://de.wiktionary.org/w/index.php?title=Remigrant; https://de.wiktionary.org/w/index.php?title=Remigrantin
f,Großmütter,https://de.wiktionary.org/w/index.php?title=Großmutter
f,Bambergerin,https://de.wiktionary.org/w/index.php?title=Bamberger
f,Strahlenschutzexpertin,https://de.wiktionary.org/w/index.php?title=Strahlenschutzexperte; https://de.wiktionary.org/w/index.php?title=Strahlenschutzexpertin
f,Ninivitinnen,https://de.wiktionary.org/w/index.php?title=Ninivitin
m,Adressanten,https://de.wiktionary.org/w/index.php?title=Adressant
f,Hypertonikerinnen,https://de.wiktionary.org/w/index.php?title=Hypertonikerin
m,Kalabrier,https://de.wiktionary.org/w/index.php?title=Kalabrier; https://de.wiktionary.org/w/index.php?title=Kalabrierin
m,Westpreuße,https://de.wiktionary.org/w/index.php?title=Westpreuße; https://de.wiktionary.org/w/index.php?title=Westpreußin
f,Abteilungsleiterin,https://de.wiktionary.org/w/index.php?title=Abteilungsleiter; https://de.wiktionary.org/w/index.php?title=Abteilungsleiterin
f,Frauenheldinnen,https://de.wiktionary.org/w/index.php?title=Frauenheldin
f,Wendin,https://de.wiktionary.org/w/index.php?title=Wende; https://de.wiktionary.org/w/index.php?title=Wendin
m,Übervater,https://de.wiktionary.org/w/index.php?title=Übermutter
